epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,10417.8,0.38925,0.25187,0.84435,0.97596,0.95628,0.98615,0.85127,0.59801,0.26031,0.84675,0.003565,0.003565,0.003565
132,10497.4,0.38653,0.25323,0.84462,0.97605,0.95651,0.98616,0.85103,0.59819,0.26069,0.8469,0.0035155,0.0035155,0.0035155
133,10576.4,0.38084,0.24886,0.84265,0.97572,0.95642,0.98612,0.85126,0.59783,0.26047,0.84697,0.003466,0.003466,0.003466
134,10655.3,0.37663,0.24902,0.84082,0.97637,0.95606,0.98619,0.85143,0.59748,0.26019,0.84693,0.0034165,0.0034165,0.0034165
135,10734.3,0.38326,0.25084,0.84423,0.97599,0.95533,0.98617,0.85211,0.59717,0.25998,0.84696,0.003367,0.003367,0.003367
136,10813.8,0.37821,0.24804,0.84233,0.97583,0.95567,0.98616,0.85156,0.5977,0.26024,0.84682,0.0033175,0.0033175,0.0033175
137,10892.9,0.37884,0.24955,0.84465,0.97574,0.95488,0.98608,0.85153,0.59735,0.25956,0.84655,0.003268,0.003268,0.003268
138,10972,0.38117,0.24859,0.84526,0.97544,0.95484,0.98609,0.8519,0.59677,0.25912,0.84655,0.0032185,0.0032185,0.0032185
139,11050.9,0.37568,0.24639,0.84216,0.97499,0.95505,0.98609,0.85175,0.59668,0.25923,0.84636,0.003169,0.003169,0.003169
140,11129.9,0.37163,0.24633,0.83988,0.97547,0.95546,0.98614,0.85231,0.596,0.25886,0.84634,0.0031195,0.0031195,0.0031195
141,11209.4,0.36856,0.24312,0.84131,0.9753,0.95502,0.98607,0.85231,0.5957,0.2587,0.84612,0.00307,0.00307,0.00307
142,11288.4,0.36923,0.24312,0.84108,0.97601,0.95423,0.98598,0.85197,0.59549,0.25845,0.846,0.0030205,0.0030205,0.0030205
143,11367.5,0.37128,0.2435,0.83917,0.97575,0.95571,0.98602,0.85221,0.59537,0.25829,0.84601,0.002971,0.002971,0.002971
144,11446.5,0.36242,0.23988,0.83733,0.97635,0.95566,0.98598,0.85247,0.59518,0.25836,0.84591,0.0029215,0.0029215,0.0029215
145,11526,0.36164,0.24043,0.839,0.9764,0.95491,0.98589,0.85197,0.5954,0.25853,0.84601,0.002872,0.002872,0.002872
146,11605.2,0.36219,0.23994,0.838,0.97614,0.95429,0.98588,0.85227,0.59486,0.25853,0.84601,0.0028225,0.0028225,0.0028225
147,11684.1,0.36243,0.23918,0.8376,0.97571,0.95523,0.9858,0.85216,0.59494,0.25898,0.846,0.002773,0.002773,0.002773
148,11763,0.35975,0.23719,0.8389,0.9763,0.95437,0.98593,0.85212,0.59496,0.25914,0.84596,0.0027235,0.0027235,0.0027235
149,11841.8,0.35589,0.23622,0.8376,0.9764,0.95463,0.98601,0.8521,0.59425,0.25897,0.84609,0.002674,0.002674,0.002674
150,11921.3,0.3585,0.23951,0.83809,0.9758,0.9544,0.98596,0.85226,0.595,0.25915,0.84604,0.0026245,0.0026245,0.0026245
151,12000.4,0.35596,0.23504,0.83308,0.97548,0.95451,0.98595,0.85247,0.59463,0.25931,0.84612,0.002575,0.002575,0.002575
152,12079.4,0.35313,0.23382,0.834,0.97619,0.95518,0.98602,0.85228,0.59453,0.25906,0.84616,0.0025255,0.0025255,0.0025255
153,12158,0.34942,0.23272,0.83403,0.97548,0.95514,0.98593,0.8524,0.59456,0.2591,0.84618,0.002476,0.002476,0.002476
154,12237.1,0.3549,0.23422,0.83758,0.97505,0.95557,0.98592,0.85245,0.59478,0.25945,0.84625,0.0024265,0.0024265,0.0024265
155,12316.4,0.34737,0.22943,0.83225,0.97571,0.95455,0.98585,0.85268,0.5947,0.25951,0.84622,0.002377,0.002377,0.002377
156,12395.7,0.34515,0.22866,0.83294,0.97588,0.95488,0.98574,0.85265,0.59466,0.25952,0.84624,0.0023275,0.0023275,0.0023275
157,12474.4,0.34616,0.22822,0.83142,0.97588,0.95496,0.98575,0.85254,0.59438,0.2596,0.84624,0.002278,0.002278,0.002278
158,12553.2,0.34353,0.22705,0.83354,0.97581,0.95519,0.98574,0.85271,0.59475,0.25945,0.84638,0.0022285,0.0022285,0.0022285
159,12632.7,0.34094,0.22388,0.83153,0.97596,0.95502,0.98575,0.85252,0.59469,0.25969,0.84627,0.002179,0.002179,0.002179
160,12711.7,0.34193,0.22696,0.83129,0.97563,0.95509,0.98566,0.85242,0.59435,0.25948,0.84619,0.0021295,0.0021295,0.0021295
161,12817.6,0.26083,0.17279,0.77937,0.97564,0.95521,0.9856,0.85249,0.59408,0.25961,0.84599,0.00208,0.00208,0.00208
162,12896.1,0.23781,0.1605,0.77461,0.97539,0.95531,0.98541,0.85268,0.59423,0.25969,0.84586,0.0020305,0.0020305,0.0020305
163,12975,0.2239,0.1537,0.77212,0.97548,0.95506,0.9854,0.8527,0.59378,0.25945,0.84579,0.001981,0.001981,0.001981
164,13053.7,0.21515,0.14866,0.77078,0.97571,0.95514,0.9854,0.85289,0.5935,0.25944,0.84567,0.0019315,0.0019315,0.0019315
165,13132.2,0.20759,0.14591,0.76932,0.97547,0.95535,0.98541,0.85314,0.59363,0.25948,0.84564,0.001882,0.001882,0.001882
166,13210.7,0.20155,0.14281,0.76803,0.97537,0.95527,0.98541,0.85331,0.59332,0.25918,0.84562,0.0018325,0.0018325,0.0018325
167,13289,0.197,0.14002,0.76763,0.97531,0.95537,0.98535,0.85309,0.59334,0.25952,0.84556,0.001783,0.001783,0.001783
168,13368,0.19198,0.13747,0.76682,0.97526,0.95525,0.98532,0.85309,0.59308,0.25926,0.84557,0.0017335,0.0017335,0.0017335
169,13446.6,0.18628,0.13272,0.76562,0.9756,0.9554,0.9852,0.85315,0.59323,0.25953,0.84555,0.001684,0.001684,0.001684
170,13525.2,0.18443,0.13191,0.76465,0.97582,0.9551,0.98521,0.85296,0.59323,0.25948,0.84556,0.0016345,0.0016345,0.0016345
171,13603.5,0.18042,0.12943,0.76411,0.97631,0.95491,0.98525,0.85311,0.59274,0.25952,0.84552,0.001585,0.001585,0.001585
172,13682.3,0.17774,0.12757,0.76418,0.97641,0.95519,0.98521,0.85343,0.59263,0.25989,0.84547,0.0015355,0.0015355,0.0015355
173,13761.1,0.17384,0.12595,0.76346,0.97667,0.95463,0.98516,0.85342,0.59253,0.2603,0.84546,0.001486,0.001486,0.001486
174,13839.7,0.16986,0.12343,0.76231,0.97666,0.9551,0.98518,0.85332,0.5921,0.26041,0.84546,0.0014365,0.0014365,0.0014365
175,13918.3,0.16733,0.1215,0.76229,0.97679,0.95496,0.98517,0.85331,0.59217,0.26053,0.84547,0.001387,0.001387,0.001387
